Name,Sub-Location,Address,Telephone,URL,Hours,Listedin,Modes of Payment,Year
 Kidzee Pre School,Kolathur,"No 1207, 14th Street, Kolathur, Chennai - 600099, Poompukar Nagar Near Muthoot Finance","['9952090659', '9962929670', '+(91)-44-43838666', '9444364943', '+(91)-9840406828', '9320063100']",www.kidzee.com, Monday  - 09:30 am - 12:30 pm || Tuesday  - 09:30 am - 12:30 pm || Wednesday  - 09:30 am - 12:30 pm || Thursday  - 09:30 am - 12:30 pm || Friday  - 09:30 am - 12:30 pm || Saturday  - 09:30 am - 12:30 pm || Sunday  - 05:30 am - 05:30 am,Kindergartens- Music- Classes- Playgroups- Abacus- Classes- Music- Classes- For- Vocal- Karate- Classes- Arts- &- Crafts- Classes- Music- Classes- For- Vocal- Carnatic- Creche- Nursery- Schools- more...,Cash- Master- Card- Visa- Card- Debit- Cards- Cheques- American- Express- Card- Credit- Card,2011
 Achariya Bala Siksha Mandir,Adyar,"No 32/33, 1st Avenue, Adyar, Chennai - 600020, Shastri Nagar Opposite Khivraj Showroom","['+(91)-44-45587398', '9488206009', '+(91)-9360293684']",www.achariya.in, Monday  - 09:00 am - 06:00 pm || Tuesday  - 09:00 am - 06:00 pm || Wednesday  - 09:00 am - 06:00 pm || Thursday  - 09:00 am - 06:00 pm || Friday  - 09:00 am - 06:00 pm || Saturday  - 09:00 am - 12:00 pm || Sunday  - Closed,Schools- Kindergartens- Playgroups- Handwriting- Classes- Primary- Schools,Cash,2010
 Euro Kids,Valasaravakkam,"No 41, 3rd Street, Valasaravakkam, Chennai - 600087, Jai Nagar Behind Data Udipi Hotel","['+(91)-9840786439', '+(91)-44-24761604']",, Monday  - 09:00 am - 06:00 pm || Tuesday  - 09:00 am - 06:00 pm || Wednesday  - 09:00 am - 06:00 pm || Thursday  - 09:00 am - 06:00 pm || Friday  - 09:00 am - 06:00 pm || Saturday  - 09:00 am - 06:00 pm || Sunday  - Closed,Schools- Kindergartens- Playgroups- Primary- Schools- Nursery- Schools,Cash- Cheques,2009
 Seed School,Thiruvanmiyur,"No 2, Rajagopalan 2nd Street, Thiruvanmiyur, Chennai - 600041, Valmiki Nagar Off 1st Seaward Road","['+(91)-9551180088', '9840298344']",www.seedschool.co.in, Monday  - 08:00 am - 06:30 pm || Tuesday  - 08:00 am - 06:30 pm || Wednesday  - 08:00 am - 06:30 pm || Thursday  - 08:00 am - 06:30 pm || Friday  - 08:00 am - 06:30 pm || Saturday  - 09:00 am - 02:00 pm || Sunday  - Closed,Playgroups- Kindergartens,Cash- Cheques,2004
 Seed School,Thiruvanmiyur,"No 2, Rajagopalan 2nd Street, Thiruvanmiyur, Chennai - 600041, Valmiki Nagar Off 1st Seaward Road","['+(91)-9551180088', '9840298344']",www.seedschool.co.in, Monday  - 08:00 am - 06:30 pm || Tuesday  - 08:00 am - 06:30 pm || Wednesday  - 08:00 am - 06:30 pm || Thursday  - 08:00 am - 06:30 pm || Friday  - 08:00 am - 06:30 pm || Saturday  - 09:00 am - 02:00 pm || Sunday  - Closed,Playgroups- Kindergartens,Cash- Cheques,2004
 Kidzee Pre School,Jawahar Nagar,"Old No 6 New No 16, 6th Main Road, Jawahar Nagar, Chennai - 600082, Near Police Station","['9445862905', '+(91)-44-26700906', '+(91)-9444061711', '9320063100']",www.kidzee.com, Monday  - 09:30 am - 12:00 pm || Tuesday  - 09:30 am - 12:00 pm || Wednesday  - 09:30 am - 12:00 pm || Thursday  - 09:30 am - 12:00 pm || Friday  - 09:30 am - 12:00 pm || Saturday  - 09:30 am - 12:00 pm || Sunday  - Closed,Kindergartens,Cash,
 Jaijosh Rock And Rock Music And Dance Class,Porur,"18, om sakthi nagar, Porur, Chennai - 600116, Near Porur Bye Pass Tollgate","['7200323454', '7200323456', '7200323457', '7200323451', '+(91)-7200323455']",www.jaijosh.com, Monday  - 12:00 am - 11:59 pm || Tuesday  - 12:00 am - 11:59 pm || Wednesday  - 12:00 am - 11:59 pm || Thursday  - 12:00 am - 11:59 pm || Friday  - 12:00 am - 11:59 pm || Saturday  - 12:00 am - 11:59 pm || Sunday  - 12:00 am - 11:59 pm,Music- Classes- Schools- Yoga- Classes- Language- Classes- For- English- Conversation- Photo- Studios- Kindergartens- Tailoring- Classes- Dance- Classes- Computer- Training- Institutes- Musical- Instrument- Dealers- more...,Cash- Master- Card- Visa- Card- Debit- Cards- Money- Orders- Cheques- Credit- Card- American- Express- Card,1999
 Kidzee Pre School,Porur,"No 110, Devaass Street, Porur, Chennai - 600116, Guruswamy Nagar Near Madanandapuram Ration Shop","['18002098080', '+(91)-9962072800', '+(91)-33-40209797']",www.kidzee.com, Monday  - 09:00 am - 05:00 pm || Tuesday  - 09:00 am - 05:00 pm || Wednesday  - 09:00 am - 05:00 pm || Thursday  - 09:00 am - 05:00 pm || Friday  - 09:00 am - 05:00 pm || Saturday  - Closed || Sunday  - Closed,Kindergartens- Playgroups- Day- Care- Centres,Cash- Cheques,
 CLRI Nursery & Primary School,Adyar,"No 59 Clri Campus, Sardar Patel Road, Adyar, Chennai - 600020, Opposite IIT Campus",['+(91)-44-24437255'],www.clri.org, Monday  - 09:30 am - 02:30 pm || Tuesday  - 09:30 am - 02:30 pm || Wednesday  - 09:30 am - 02:30 pm || Thursday  - 09:30 am - 02:30 pm || Friday  - 09:30 am - 02:30 pm || Saturday  - Closed || Sunday  - Closed,CBSE- Schools- Schools- Kindergartens- English- Medium- Schools,,
 Kidzee Pre School,Nanganallur,"No 16/9, Nanganallur, Chennai - 600061, Sri Ram Colony Near Kubera Vinayagar Temple","['9962899626', '9320063100', '+(91)-9943789789', '+(91)-44-42657901']",www.kidzee.com, Monday  - 08:30 am - 07:00 pm || Tuesday  - 08:30 am - 07:00 pm || Wednesday  - 08:30 am - 07:00 pm || Thursday  - 08:30 am - 07:00 pm || Friday  - 08:30 am - 07:00 pm || Saturday  - Closed || Sunday  - Closed,Creche- Kindergartens- Playgroups- Day- Care- Centres- Nursery- Schools,Cheques,2014
 Kangaroo Kids,S Block-Anna Nagar,"New No 6 Old No 2204 AF Block, 7th Street, S Block-Anna Nagar, Chennai - 600040, Near Grand Sweets","['+(91)-9789455993', '9789455994', '+(91)-44-45550155']",www.kangarookids.com, Monday  - 09:00 am - 04:30 pm || Tuesday  - 09:00 am - 04:30 pm || Wednesday  - 09:00 am - 04:30 pm || Thursday  - 09:00 am - 04:30 pm || Friday  - 09:00 am - 04:30 pm || Saturday  - 09:00 am - 01:00 pm || Sunday  - Closed,Playgroups- Schools- Kindergartens- Music- Classes- Day- Care- Centres- Handwriting- Classes- Primary- Schools- Creche- Nursery- Schools- Phonics- Classes- more...,Cheques,2014
 Achariya Bala Siksha Mandir,Adyar,"No 4 Brindavan, 5th Cross Street, Adyar, Chennai - 600020, Padmanaba Nagar Near Adyar Post Office","['23455795', '+(91)-9487626009', '24467313', '+(91)-44-43548113']",www.achariya.in, Monday  - 09:00 am - 05:00 pm || Tuesday  - 09:00 am - 05:00 pm || Wednesday  - 09:00 am - 05:00 pm || Thursday  - 09:00 am - 05:00 pm || Friday  - 09:00 am - 05:00 pm || Saturday  - 09:00 am - 05:00 pm || Sunday  - Closed,Playgroups- Language- Classes- For- English- Conversation- Kindergartens- Language- Classes- For- English- Primary- Schools- Nursery- Schools- Fine- Art- Institutes,Cash,2010
 Seed School For Enrichment In Education And Development,Adyar,"No 122, Kamaraj Avenue 2nd Street, Adyar, Chennai - 600020, Near Dominos Pizza","['+(91)-9551159900', '9840298344']",www.seedschool.co.in, Monday  - 09:30 am - 06:30 pm || Tuesday  - 09:30 am - 06:30 pm || Wednesday  - 09:30 am - 06:30 pm || Thursday  - 09:30 am - 06:30 pm || Friday  - 09:30 am - 06:30 pm || Saturday  - 09:30 am - 06:30 pm || Sunday  - 09:30 am - 06:30 pm,Kindergartens- Playgroups- Primary- Schools- Montessori- Schools- Creche- Creche- American- System- more...,,1984
 Gym Todz,Kilpauk,"No 6, 3rd Cross Street, Sylvan lodge colony, Kilpauk, Chennai - 600010, Near CSI Bain School","['9003225994', '+(91)-9790709977', '25324878', '+(91)-44-43300521']",www.gymtodz.com, Monday  - 09:00 am - 06:00 pm || Tuesday  - 09:00 am - 06:00 pm || Wednesday  - 09:00 am - 06:00 pm || Thursday  - 09:00 am - 06:00 pm || Friday  - 09:00 am - 06:00 pm || Saturday  - 09:00 am - 06:00 pm || Sunday  - Closed,Playgroups- Kindergartens- Creche,Cash- Cheques,2014
 Enchanting Elves,Kilpauk,"No 26, Ranganathan Avenue, Kilpauk, Chennai - 600010, Sylvan Lodge Colony Opposite Pearl Granites & Behind Bains School","['+(91)-44-45000166', '+(91)-9444085903']",www.enchantingelves.com, Monday  - 09:00 am - 03:30 pm || Tuesday  - 09:00 am - 03:30 pm || Wednesday  - 09:00 am - 03:30 pm || Thursday  - 09:00 am - 03:30 pm || Friday  - 09:00 am - 03:30 pm || Saturday  - 09:30 am - 01:00 pm || Sunday  - Closed,Kindergartens- Playgroups,Cash- Cheques,2009
 Euro Kids,Sholinganallur,"Plot No 7, Classic Farm Road, Sholinganallur, Chennai - 600119, Kumaraswamy Nagar Near Infosys","['+(91)-9566004555', '+(91)-44-64522280']",, Monday  - 08:00 am - 07:00 pm || Tuesday  - 08:00 am - 07:00 pm || Wednesday  - 08:00 am - 07:00 pm || Thursday  - 08:00 am - 07:00 pm || Friday  - 08:00 am - 07:00 pm || Saturday  - 08:00 am - 07:00 pm || Sunday  - Closed,Kindergartens- Playgroups- Nursery- Schools,,2001
 Little Millennium,Anna Nagar,"No A D 64, 2nd Street, Anna Nagar, Chennai - 600040, Near Kovai Palamudhir Nilayam",['+(91)-9894012103'],www.littlemillennium.com,,Kindergartens- Dance- Classes- Summer- Camps- Playgroups- Primary- Schools- Creche- Nursery- Schools- Summer- Camp- Swimming- Summer- Camp- Dance- Summer- Camp- Craft- more...,Cash- Master- Card- Visa- Card- Debit- Cards- Money- Orders- Cheques- Credit- Card- Travelers- Cheque- Financing- Available- American- Express- Card- Diners- Club- Card,
 Pretty Dolls Play School,Mogappair West,"No 4/740 4th Block, Mogappair West, Chennai - 600037, Behind Dr Super Market",['+(91)-44-39341298'],www.prettydollschool.com, Monday  - 12:00 am - 11:59 pm || Tuesday  - 12:00 am - 11:59 pm || Wednesday  - 12:00 am - 11:59 pm || Thursday  - 12:00 am - 11:59 pm || Friday  - 12:00 am - 11:59 pm || Saturday  - 12:00 am - 11:59 pm || Sunday  - 12:00 am - 11:59 pm,Playgroups- Schools- Kindergartens- Day- Care- Centres- Montessori- Teacher- Training- Institutes- Primary- Schools- Montessori- Schools- Creche- Nursery- Schools- Training- Pre- School- Skills- more...,Cash- Cheques,2002
 Kidzee,Ramapuram,"Plot No 37, 2nd Street Kothari Nagar, Ramapuram, Chennai - 600089, Near By Srm University","['+(91)-9884680480', '9176888101']",, Monday  - 09:30 am - 12:00 pm || Tuesday  - 09:30 am - 12:00 pm || Wednesday  - 09:30 am - 12:00 pm || Thursday  - 09:30 am - 12:00 pm || Friday  - 09:30 am - 12:00 pm || Saturday  - Closed || Sunday  - Closed,Playgroups- Kindergartens- Day- Care- Centres- Nursery- Schools,Cash- Cheques,2013
 Meena Kids International Play School,Mylapore,"No 11a/27, Alamelumangapuram, Mylapore, Chennai - 600004, Next To Saibaba Temple","['9962016433', '+(91)-44-43536413', '+(91)-9962771629']",www.applekids.in, Monday  - 09:30 am - 06:00 pm || Tuesday  - 09:30 am - 06:00 pm || Wednesday  - 09:30 am - 06:00 pm || Thursday  - 09:30 am - 06:00 pm || Friday  - 09:30 am - 06:00 pm || Saturday  - 09:30 am - 01:00 pm || Sunday  - 05:30 am - 05:30 am,Kindergartens- Creche- Nursery- Schools- Training- Drawing- Kids- Creche- Hourly,Cash- Cheques,2010
 Kidzee Pre School,Medavakkam,"Plot No 7, 16th Street Perumbakkam Main Road, Medavakkam, Chennai - 600100, Near Heritage Fresh Supermarket, Soumya Nagar","['9941912751', '9320063100', '+(91)-9176145149']",www.kidzee.com, Monday  - 09:00 am - 08:00 pm || Tuesday  - 09:00 am - 08:00 pm || Wednesday  - 09:00 am - 08:00 pm || Thursday  - 09:00 am - 08:00 pm || Friday  - 09:00 am - 08:00 pm || Saturday  - 09:00 am - 08:00 pm || Sunday  - 05:30 am - 05:30 am,Playgroups- CBSE- Schools- Kindergartens- Language- Classes- For- Hindi- Handwriting- Classes- Creche- Nursery- Schools- Home- Tutors- English- Language- Classes- Dance- Schools- more...,Cash,2010
 Kidzee Pre School,Madipakkam,"Old No 6 New No 4, Kannagi Street, Madipakkam, Chennai - 600091, Near Prince Matriculation Higher Secondary School","['+(91)-9962900022', '9962900033']",www.kidzee.com, Monday  - 09:00 am - 04:30 pm || Tuesday  - 09:00 am - 04:30 pm || Wednesday  - 09:00 am - 04:30 pm || Thursday  - 09:00 am - 04:30 pm || Friday  - 09:00 am - 04:30 pm || Saturday  - 09:00 am - 04:30 pm || Sunday  - Closed,Kindergartens- Playgroups- Nursery- Schools,,
 Narayana CBSE School,Thiruverkadu,"No 152, Poonamalle High Road Service Road, Thiruverkadu, Chennai - 600077, Near ACS Medical College","['+(91)-9787025518', '8939775868']",www.narayanagroup.com, Monday  - 08:30 am - 05:30 am || Tuesday  - 08:30 am - 05:30 am || Wednesday  - 08:30 am - 05:30 am || Thursday  - 08:30 am - 05:30 am || Friday  - 08:30 am - 05:30 am || Saturday  - 08:30 am - 05:30 am || Sunday  - 05:30 am - 05:30 am,CBSE- Schools- Kindergartens- Playgroups- Montessori- Schools,Cash- Master- Card- Visa- Card- Debit- Cards- Cheques- American- Express- Card- Credit- Card,2012
 Primrose Kindergarten,Kilpauk,"No 2, Waddells Road, Kilpauk, Chennai - 600010, Opposite To CSI Bain School","['+(91)-9884010865', '+(91)-44-26412865', '26611765']",www.primrosekindergarten.com, Monday  - 09:00 am - 12:30 pm || Tuesday  - 09:00 am - 12:30 pm || Wednesday  - 09:00 am - 12:30 pm || Thursday  - 09:00 am - 12:30 pm || Friday  - 09:00 am - 12:30 pm || Saturday  - 09:00 am - 12:30 pm || Sunday  - Closed,Kindergartens- Language- Classes- For- English- Conversation- Playgroups- Creche- Nursery- Schools,Cash,1995
 Primrose Kindergarten,Kilpauk,"No 2, Waddells Road, Kilpauk, Chennai - 600010, Opposite To CSI Bain School","['+(91)-9884010865', '+(91)-44-26412865', '26611765']",www.primrosekindergarten.com, Monday  - 09:00 am - 12:30 pm || Tuesday  - 09:00 am - 12:30 pm || Wednesday  - 09:00 am - 12:30 pm || Thursday  - 09:00 am - 12:30 pm || Friday  - 09:00 am - 12:30 pm || Saturday  - 09:00 am - 12:30 pm || Sunday  - Closed,Kindergartens- Language- Classes- For- English- Conversation- Playgroups- Creche- Nursery- Schools,Cash,1995
 Kamala Garden pre school,Anna Nagar East,"no:72,M block, 6th main road, Anna Nagar East, Chennai - 600102, Near K4 police station","['+(91)-44-65424667', '+(91)-9884076629']",, Monday  - 09:00 am - 07:00 pm || Tuesday  - 09:00 am - 07:00 pm || Wednesday  - 09:00 am - 07:00 pm || Thursday  - 09:00 am - 07:00 pm || Friday  - 09:00 am - 07:00 pm || Saturday  - 09:00 am - 07:00 pm || Sunday  - Closed,Kindergartens- Playgroups- Day- Care- Centres- Creche- Institute- Art- Course- Training- Pre- School- Skills- Creche- Hourly,Cash- Cheques,2005
 Kidzee Pre School,Tambaram West,"No 5, 2nd Street, Tambaram West, Chennai - 600045, Deiva Nagar Near Esi Hospital & Anjappar Restaurant","['9443577986', '9320063100', '+(91)-9884960240']",www.kidzee.com, Monday  - 09:00 am - 01:30 pm || Tuesday  - 09:00 am - 01:30 pm || Wednesday  - 09:00 am - 01:30 pm || Thursday  - 09:00 am - 01:30 pm || Friday  - 09:00 am - 01:30 pm || Saturday  - 09:00 am - 01:30 pm || Sunday  - Closed,Playgroups- Kindergartens,Cash,2012
 Colours International School,Tambaram West,"No 12, Duraiswamy Reddy Street, Tambaram West, Chennai - 600045, Near Passport Office","['+(91)-8056017561', '8056017562', '+(91)-44-22260055']",www.coloursinternationalschool.com, Monday  - 09:00 am - 03:30 pm || Tuesday  - 09:00 am - 03:30 pm || Wednesday  - 09:00 am - 03:30 pm || Thursday  - 09:00 am - 03:30 pm || Friday  - 09:00 am - 03:30 pm || Saturday  - Closed || Sunday  - Closed,Playgroups- Kindergartens- Nursery- Schools,,
 Euro Kids,Kotturpuram,"New No 13 Old No 25, 2nd Main Road Kottur Garden, Kotturpuram, Chennai - 600085, Near Hertiage Fresh","['+(91)-44-33042136', '18002095656']",www.eurokidsindia.com, Monday  - 08:30 am - 03:30 pm || Tuesday  - 08:30 am - 03:30 pm || Wednesday  - 08:30 am - 03:30 pm || Thursday  - 08:30 am - 03:30 pm || Friday  - 08:30 am - 03:30 pm || Saturday  - 10:00 am - 01:00 pm || Sunday  - Closed,Playgroups- Kindergartens- Nursery- Schools,Cash,2006
 A Little More Pre School,Chetpet,"No 21, Dr Guruswamy Street, Chetpet, Chennai - 600031, Near Maharishi Vidhyamandir School",['+(91)-44-33065582'],www.alittlemore.org, Monday  - 09:00 am - 06:00 pm || Tuesday  - 09:00 am - 06:00 pm || Wednesday  - 09:00 am - 06:00 pm || Thursday  - 09:00 am - 06:00 pm || Friday  - 09:00 am - 06:00 pm || Saturday  - Closed || Sunday  - Closed,Playgroups- Kindergartens- Nursery- Schools- Mother- Toddler- Activity- Centres,Cash- Master- Card- Visa- Card- Debit- Cards- Credit- Card,2011
 The Wonder Years Playschool,T Nagar,"New No 74, Giri Road, T Nagar, Chennai - 600017, Opposite Bengal Association","['+(91)-44-31902727', '+(91)-8608262626']",www.thewonderyearsplayschool.com, Monday  - 09:30 am - 01:30 pm || Tuesday  - 09:30 am - 01:30 pm || Wednesday  - 09:30 am - 01:30 pm || Thursday  - 09:30 am - 01:30 pm || Friday  - 09:30 am - 01:30 pm || Saturday  - 05:30 am - 05:30 am || Sunday  - 05:30 am - 05:30 am,Kindergartens- Playgroups,Cash- Master- Card- Visa- Card- Debit- Cards- Cheques- American- Express- Card- Credit- Card,
 Seed Play School,Anna Nagar,"Al 77, 11th Main Road, Anna Nagar, Chennai - 600040, Shanthi Colony Near Sundaram Medical Foundation","['+(91)-9551062277', '9840298344']",www.seedschool.co.in, Monday  - 08:00 am - 06:30 pm || Tuesday  - 08:00 am - 06:30 pm || Wednesday  - 08:00 am - 06:30 pm || Thursday  - 08:00 am - 06:30 pm || Friday  - 08:00 am - 06:30 pm || Saturday  - 09:00 am - 02:00 pm || Sunday  - 05:30 am - 05:30 am,Kindergartens- Creche,,2004
 Apple Kids,Royapettah,"No 34/2, Pooram Prakasham Street, Royapettah, Chennai - 600014, Near Ehrlich Lab,Balaji Nagar","['+(91)-9941208369', '9381023668', '+(91)-44-42125447']",www.applekids.in, Monday  - 09:30 am - 06:30 pm || Tuesday  - 09:30 am - 06:30 pm || Wednesday  - 09:30 am - 06:30 pm || Thursday  - 09:30 am - 06:30 pm || Friday  - 09:30 am - 06:30 pm || Saturday  - 09:30 am - 06:30 pm || Sunday  - Closed,Kindergartens- Playgroups- Day- Care- Centres- Creche- Nursery- Schools,Cash- Cheques,2005
 Thejomaya Pre School,Raja Annamalai Puram,"No 9 Karpagam Avenue, 1st Street , Karpagam Avenue, Raja Annamalai Puram, Chennai - 600028, Opposite Mayor Ramanathan Hall & Behind India Cements Office","['9840091299', '+(91)-9381329450', '+(91)-44-45535518']",www.thejomaya.com, Monday  - 09:30 am - 12:30 pm || Tuesday  - 09:30 am - 12:30 pm || Wednesday  - 09:30 am - 12:30 pm || Thursday  - 09:30 am - 12:30 pm || Friday  - 09:30 am - 12:30 pm || Saturday  - Closed || Sunday  - Closed,Schools- Kindergartens,Cash,2009
 Apple Kids International Pre School,Anna Nagar,"No 129/7, Emerald Flats Thirumangalam, Anna Nagar, Chennai - 600040, Next To Thirumangalam Eb Office",['+(91)-9940112828'],www.applekids.in,,Schools- Kindergartens- Playgroups,,
 Parent Choice International School,Sholinganallur,"No 268, Old Mahabalipuram Road Rajiv Gandhi Salai, Sholinganallur, Chennai - 600119, Opposite Infosys & Near Panchayat Office",['+(91)-9940052574'],www.parentchoice.in, Monday  - 09:30 am - 06:30 pm || Tuesday  - 09:30 am - 06:30 pm || Wednesday  - 09:30 am - 06:30 pm || Thursday  - 09:30 am - 06:30 pm || Friday  - 09:30 am - 06:30 pm || Saturday  - 09:30 am - 06:30 pm || Sunday  - Closed,Playgroups- Kindergartens- Day- Care- Centres- Creche,Cash,
 Kidzee Pre School,Villivakkam,"No 17/31, Villivakkam, Chennai - 600049, Kumarasamy Nagar Near Nadhamuni Theatre","['9962530333', '9320063100', '+(91)-9176246770']",www.kidzee.com, Monday  - 09:00 am - 05:00 pm || Tuesday  - 09:00 am - 05:00 pm || Wednesday  - 09:00 am - 05:00 pm || Thursday  - 09:00 am - 05:00 pm || Friday  - 09:00 am - 05:00 pm || Saturday  - 09:00 am - 01:00 pm || Sunday  - 05:30 am - 05:30 am,Playgroups- Kindergartens- Nursery- Schools,Cash- Master- Card- Visa- Card- Debit- Cards- Cheques- American- Express- Card- Credit- Card,2013
 St Marks Nursery & Primary School,Adyar,"No 8/ old no:70, 3rd Main Road, Adyar, Chennai - 600020, Gandhi Nagar Near Temple Swami Annantha Padma","['+(91)-9840077063', '24455654', '+(91)-44-24911510']",www.saintmarkschennai.com, Monday  - 08:00 am - 02:00 pm || Tuesday  - 08:00 am - 02:00 pm || Wednesday  - 08:00 am - 02:00 pm || Thursday  - 08:00 am - 02:00 pm || Friday  - 08:00 am - 02:00 pm || Saturday  - 05:30 am - 05:30 am || Sunday  - 05:30 am - 05:30 am,Schools- Kindergartens- Primary- Schools- Nursery- Schools- Convent- Schools,Cash- Master- Card- Visa- Card- Debit- Cards- Cheques- American- Express- Card- Credit- Card,1986
 KIDZEE,Perambur,"No -20/13, meenakshi street, Perambur, Chennai - 600011, nearer to iyappan Kovil",['+(91)-8939874733'],www.kidzee.com, Monday  - 09:30 am - 04:00 pm || Tuesday  - 09:30 am - 04:00 pm || Wednesday  - 09:30 am - 04:00 pm || Thursday  - 09:30 am - 04:00 pm || Friday  - 09:30 am - 04:00 pm || Saturday  - 09:30 am - 01:30 pm || Sunday  - Closed,Kindergartens,Cash,2011
 Little Millennium,Tambaram East,"No 30, Karpaga Vinayagar Koil Street, Tambaram East, Chennai - 600059, Near Sitadevi Garodia Matriculation and Higher Secondary School","['+(91)-7299179999', '+(91)-44-43861046']",www.littlemillennium.com, Monday  - 10:00 am - 02:30 pm || Tuesday  - 10:00 am - 02:30 pm || Wednesday  - 10:00 am - 02:30 pm || Thursday  - 10:00 am - 02:30 pm || Friday  - 10:00 am - 02:30 pm || Saturday  - Closed || Sunday  - Closed,Kindergartens- Playgroups- Nursery- Schools,Cash,2010
